Tanggal,Harga
2020-05-29,15700
2020-06-01,18250
2020-06-02,14350
2020-06-03,14150
2020-06-04,13800
2020-06-05,13700
2020-06-08,13650
2020-06-09,13900
2020-06-10,13700
2020-06-11,13750
2020-06-12,13150
2020-06-15,13550
2020-06-16,13550
2020-06-17,13200
2020-06-18,13900
2020-06-19,13700
2020-06-22,13800
2020-06-23,13750
2020-06-24,13950
2020-06-25,13750
2020-06-26,13700
2020-06-29,14200
2020-06-30,14550
2020-07-01,15300
2020-07-02,15550
2020-07-03,15550
2020-07-06,16050
2020-07-07,16150
2020-07-08,16400
2020-07-09,16350
2020-07-10,17250
2020-07-13,18050
2020-07-14,18100
2020-07-15,18100
2020-07-16,18100
2020-07-17,17900
2020-07-20,17800
2020-07-21,18350
2020-07-22,17700
2020-07-23,16850
2020-07-24,16150
2020-07-27,15400
2020-07-28,15300
2020-07-29,15950
2020-07-30,15700
2020-08-03,17450
2020-08-04,17350
2020-08-05,16450
2020-08-06,16400
2020-08-07,16050
2020-08-10,15300
2020-08-11,15550
2020-08-12,15050
2020-08-13,14300
2020-08-14,14850
2020-08-18,14650
2020-08-19,13950
2020-08-24,13400
2020-08-25,13450
2020-08-26,13150
2020-08-27,13050
2020-08-28,12850
2020-08-31,13650
2020-09-01,13650
2020-09-02,13450
2020-09-03,13750
2020-09-04,13950
2020-09-07,14250
2020-09-08,14150
2020-09-09,13950
2020-09-10,13800
2020-09-11,13850
2020-09-14,13300
2020-09-15,13050
2020-09-16,12950
2020-09-17,13000
2020-09-18,12850
2020-09-21,13250
2020-09-22,13200
2020-09-23,13400
2020-09-24,13700
2020-09-25,13650
2020-09-28,13500
2020-09-29,13950
2020-09-30,14850
2020-10-01,15000
2020-10-02,15200
2020-10-05,14300
2020-10-06,14050
2020-10-07,13850
2020-10-08,13050
2020-10-09,12800
2020-10-12,12600
2020-10-13,12600
2020-10-14,12700
2020-10-15,12750
2020-10-16,12700
2020-10-19,13400
2020-10-20,13600
2020-10-21,13750
2020-10-22,14100
2020-10-23,14100
2020-10-26,14400
2020-10-27,14650
2020-11-02,16350
2020-11-03,16450
2020-11-04,16850
2020-11-05,17300
2020-11-06,17550
2020-11-09,18800
2020-11-10,18950
2020-11-11,19900
2020-11-12,19800
2020-11-13,19450
2020-11-16,19900
2020-11-17,19550
2020-11-18,19100
2020-11-19,19650
2020-11-20,19650
2020-11-23,22150
2020-11-24,23200
2020-11-25,22950
2020-11-26,23150
2020-11-27,25450
2020-11-30,26800
2020-12-01,27500
2020-12-02,28250
2020-12-03,28900
2020-12-04,29450
2020-12-07,29800
2020-12-08,30350
2020-12-10,30550
2020-12-11,31150
2020-12-14,32600
2020-12-15,32300
2020-12-16,32200
2020-12-17,32750
2020-12-18,33850
2020-12-21,34800
2020-12-22,34850
2020-12-23,36250
2020-12-28,42450
2020-12-29,44350
2020-12-30,43650
2021-01-04,56950
2021-01-05,57500
2021-01-06,54700
2021-01-07,53450
2021-01-08,54450
2021-01-11,53850
2021-01-12,53350
2021-01-13,52950
2021-01-14,53500
2021-01-15,53250
2021-01-18,51350
2021-01-19,51850
2021-01-20,52000
2021-01-21,52700
2021-01-22,53450
2021-01-25,55200
2021-01-26,56500
2021-01-27,56650
2021-01-28,56050
2021-01-29,55350
2021-02-01,52750
2021-02-02,53700
2021-02-03,53600
2021-02-04,53350
2021-02-05,52650
2021-02-08,54250
2021-02-09,54000
2021-02-10,53450
2021-02-11,54200
2021-02-15,62550
2021-02-16,60850
2021-02-17,63150
2021-02-18,63800
2021-02-19,64350
2021-02-22,65350
2021-02-23,66350
2021-02-24,67350
2021-02-25,66650
2021-02-26,66300
2021-03-01,67900
2021-03-02,73250
2021-03-03,74700
2021-03-04,73950
2021-03-05,74850
2021-03-08,72300
2021-03-09,68450
2021-03-10,68000
2021-03-12,67900
2021-03-15,71950
2021-03-16,72200
2021-03-17,72100
2021-03-18,72150
2021-03-19,71150
2021-03-22,69600
2021-03-23,68550
2021-03-24,64850
2021-03-25,63050
2021-03-26,61900
2021-03-29,56400
2021-03-30,52500
2021-03-31,45500
2021-04-01,45100
2021-04-05,47650
2021-04-06,48250
2021-04-07,48100
2021-04-08,47650
2021-04-09,47350
2021-04-12,44350
2021-04-13,43150
2021-04-14,45100
2021-04-15,46100
2021-04-16,45050
2021-04-19,34850
2021-04-20,35750
2021-04-21,36100
2021-04-22,33400
2021-04-23,32000
2021-04-26,32200
2021-04-27,32600
2021-04-28,33850
2021-04-29,33950
2021-04-30,33700
2021-05-03,33750
2021-05-04,34250
2021-05-05,34100
2021-05-06,33700
2021-05-07,33700
2021-05-10,39050
2021-05-11,38750
2021-05-17,32450
2021-05-18,29800
2021-05-19,29400
2021-05-20,29500
2021-05-21,30350
2021-05-24,25550
2021-05-25,26400
2021-05-27,25300
2021-05-28,25150
2021-05-31,24850
2021-06-02,24400
2021-06-03,24400
2021-06-04,24000
2021-06-07,24150
2021-06-08,24100
2021-06-09,23850
2021-06-10,23700
2021-06-11,23600
2021-06-14,24400
2021-06-15,24450
2021-06-16,24650
2021-06-17,24750
2021-06-18,25850
2021-06-21,29500
2021-06-22,30350
2021-06-23,31000
2021-06-24,30450
2021-06-25,34950
2021-06-28,34800
2021-06-29,34750
2021-06-30,35600
2021-07-01,35600
2021-07-02,35250
2021-07-05,35000
2021-07-06,38400
2021-07-07,41350
2021-07-08,41150
2021-07-09,39900
2021-07-12,41150
2021-07-13,41600
2021-07-14,40650
2021-07-15,39850
2021-07-16,39550
2021-07-19,37950
2021-07-21,38650
2021-07-22,39350
2021-07-23,38750
2021-07-26,32800
2021-07-27,32800
2021-07-28,31650
2021-07-29,31000
2021-07-30,28500
2021-08-02,25950
2021-08-03,25350
2021-08-04,24850
2021-08-05,23850
2021-08-06,23050
2021-08-09,20650
2021-08-10,20350
2021-08-12,19250
2021-08-13,18250
2021-08-16,16450
2021-08-18,15100
2021-08-19,14850
2021-08-20,14900
2021-08-23,13850
2021-08-24,13650
2021-08-25,13100
2021-08-26,13350
2021-08-27,13100
2021-08-30,13800
2021-08-31,13800
2021-09-01,13450
2021-09-02,13900
2021-09-03,14050
2021-09-06,14550
2021-09-07,14550
2021-09-08,14700
2021-09-09,14600
2021-09-10,14750
2021-09-13,14950
2021-09-14,14950
2021-09-15,15250
2021-09-16,15150
2021-09-17,15050
2021-09-20,16350
2021-09-21,16300
2021-09-22,16250
2021-09-23,16350
2021-09-24,16150
2021-09-27,16150
2021-09-28,16200
2021-09-29,16100
2021-09-30,16250
2021-10-01,16450
2021-10-04,17200
2021-10-05,17300
2021-10-06,17900
2021-10-07,17850
2021-10-08,18150
2021-10-11,17800
2021-10-12,17900
2021-10-13,18050
2021-10-14,18150
2021-10-15,18650
2021-10-18,18400
2021-10-19,18450
2021-10-21,18250
2021-10-22,17850
2021-10-25,17050
2021-10-26,16450
2021-10-27,16150
2021-10-28,16250
2021-10-29,16250
2021-11-01,15800
2021-11-02,16100
2021-11-03,15700
2021-11-04,16000
2021-11-05,15950
2021-11-08,15450
2021-11-09,15400
2021-11-10,15400
2021-11-11,15150
2021-11-12,15150
2021-11-15,14800
2021-11-16,14850
2021-11-17,14800
2021-11-18,15150
2021-11-19,15600
2021-11-22,18700
2021-11-23,19750
2021-11-24,20250
2021-11-25,20700
2021-11-26,22450
2021-11-29,28450
2021-11-30,27950
2021-12-01,33750
2021-12-02,37200
2021-12-03,41000
2021-12-06,47550
2021-12-07,47900
2021-12-08,47200
2021-12-09,46050
2021-12-10,45900
2021-12-13,57950
2021-12-14,59350
2021-12-15,56750
2021-12-16,56650
2021-12-17,57050
2021-12-20,57750
2021-12-21,58300
2021-12-22,57400
2021-12-23,59500
2021-12-24,60800
2021-12-27,57750
2021-12-28,56600
2021-12-29,53800
2021-12-30,52450
2021-12-31,48350
2022-01-03,48500
2022-01-04,45700
2022-01-05,41150
2022-01-06,38050
2022-01-07,36150
2022-01-10,34550
2022-01-11,33050
2022-01-12,32600
2022-01-13,32000
2022-01-14,31200
2022-01-17,30700
2022-01-18,30650
2022-01-19,30450
2022-01-20,29050
2022-01-21,28200
2022-01-24,23850
2022-01-25,24050
2022-01-26,24050
2022-01-27,22650
2022-01-28,22250
2022-01-31,22650
2022-02-02,23150
2022-02-03,25050
2022-02-04,28000
2022-02-07,28050
2022-02-08,28150
2022-02-09,28000
2022-02-10,27950
2022-02-11,28150
2022-02-14,28400
2022-02-15,29700
2022-02-16,31000
2022-02-17,30950
2022-02-18,30700
2022-02-21,32300
2022-02-22,33050
2022-02-23,33750
2022-02-24,34100
2022-02-25,34550
2022-03-01,38950
2022-03-02,39750
2022-03-04,40250
2022-03-07,41500
2022-03-08,41650
2022-03-09,39100
2022-03-10,36250
2022-03-11,36850
2022-03-14,34200
2022-03-15,34850
2022-03-16,34750
2022-03-17,34850
2022-03-18,35300
2022-03-21,32550
2022-03-22,32900
2022-03-23,32500
2022-03-24,32350
2022-03-25,31650
2022-03-28,29800
2022-03-29,29800
2022-03-30,30350
2022-03-31,31200
2022-04-01,29900
2022-04-04,31900
2022-04-05,32100
2022-04-06,31200
2022-04-07,29850
2022-04-08,26950
2022-04-11,23500
2022-04-12,23050
2022-04-13,22350
2022-04-14,21550
2022-04-18,21600
2022-04-19,21200
2022-04-20,21250
2022-04-21,21050
2022-04-22,20650
2022-04-25,20900
2022-04-26,22650
2022-04-27,23650
2022-04-28,23250
2022-05-09,22450
2022-05-10,22850
2022-05-11,22850
2022-05-12,23650
2022-05-13,23800
2022-05-17,29500
2022-05-18,32350
2022-05-19,31600
2022-05-20,34350
2022-05-23,35600
2022-05-24,37550
2022-05-25,41000
2022-05-27,41250
2022-05-30,46100
2022-05-31,48350
2022-06-02,48300
2022-06-03,51600
2022-06-06,61600
2022-06-07,62700
2022-06-08,63150
2022-06-09,63950
2022-06-10,64000
2022-06-13,63050
2022-06-14,64500
2022-06-15,64950
2022-06-16,65050
2022-06-17,65100
2022-06-20,65400
2022-06-21,66600
2022-06-22,66850
2022-06-23,67300
2022-06-24,66800
2022-06-27,66350
2022-06-28,66500
2022-06-29,65900
2022-06-30,64550
2022-07-01,64250
2022-07-04,68300
2022-07-05,69500
2022-07-06,68350
2022-07-07,68150
2022-07-08,67050
2022-07-11,71700
2022-07-12,70250
2022-07-13,66700
2022-07-14,61500
2022-07-15,58200
2022-07-18,49800
2022-07-19,48400
2022-07-20,46050
2022-07-21,45600
2022-07-22,44050
2022-07-25,43450
2022-07-26,43450
2022-07-27,42900
2022-07-28,42300
2022-07-29,43050
2022-08-01,43250
2022-08-02,43600
2022-08-03,43450
2022-08-04,42550
2022-08-05,41300
2022-08-08,39900
2022-08-09,38800
2022-08-10,37500
2022-08-11,35900
2022-08-12,34300
2022-08-15,30300
2022-08-16,31450
2022-08-18,31450
2022-08-19,30850
2022-08-22,29600
2022-08-23,29050
2022-08-24,29200
2022-08-25,29500
2022-08-26,29250
2022-08-29,31550
2022-08-30,32800
2022-08-31,33900
2022-09-01,34100
2022-09-02,34300
2022-09-05,36800
2022-09-06,38800
2022-09-07,38700
2022-09-08,38600
2022-09-09,37900
2022-09-12,37400
2022-09-13,37800
2022-09-14,38150
2022-09-15,37050
2022-09-16,39300
2022-09-19,42550
2022-09-20,41200
2022-09-21,40100
2022-09-22,39150
2022-09-23,38900
2022-09-26,37950
2022-09-27,38100
2022-09-28,38250
2022-09-29,38050
2022-09-30,37350
2022-10-03,35050
2022-10-04,35200
2022-10-05,33300
2022-10-06,30950
2022-10-07,28900
2022-10-10,28800
2022-10-11,28900
2022-10-12,28300
2022-10-13,27900
2022-10-14,27350
2022-10-17,25300
2022-10-18,25200
2022-10-19,24500
2022-10-20,24500
2022-10-21,24200
2022-10-24,22900
2022-10-25,23400
2022-10-26,23250
2022-10-27,22750
2022-10-28,21550
2022-10-31,19900
2022-11-01,19450
2022-11-02,19150
2022-11-03,19300
2022-11-04,19650
2022-11-07,19950
2022-11-08,19450
2022-11-09,19450
2022-11-10,19750
2022-11-11,19400
2022-11-14,19350
2022-11-15,20050
2022-11-16,21050
2022-11-17,22200
2022-11-18,22400
2022-11-21,22300
2022-11-22,22050
2022-11-23,21850
2022-11-24,21500
2022-11-25,21400
2022-11-28,22050
2022-11-29,23550
2022-11-30,23950
2022-12-01,24800
2022-12-02,25500
2022-12-05,31450
2022-12-06,32800
2022-12-07,32950
2022-12-08,33150
2022-12-09,33000
2022-12-12,31300
2022-12-13,30550
2022-12-14,29550
2022-12-15,28700
2022-12-16,28450
2022-12-19,29250
2022-12-20,29150
2022-12-21,29550
2022-12-22,29800
2022-12-23,30450
2022-12-26,33700
2022-12-27,34900
2022-12-28,36450
2022-12-29,36800
2022-12-30,37700
2023-01-02,46850
2023-01-03,49850
2023-01-04,48800
2023-01-05,46200
2023-01-06,47050
2023-01-09,45250
2023-01-10,44600
2023-01-11,43200
2023-01-12,43150
2023-01-13,42850
2023-01-16,38050
2023-01-17,37200
2023-01-18,38900
2023-01-19,39500
2023-01-20,38600
2023-01-23,38600
2023-01-24,39100
2023-01-25,38900
2023-01-26,38400
2023-01-27,38550
2023-01-30,38650
2023-01-31,38350
2023-02-01,37950
2023-02-02,36800
2023-02-03,36500
2023-02-06,41800
2023-02-07,42650
2023-02-08,42950
2023-02-09,42500
2023-02-10,42650
2023-02-13,44100
2023-02-14,44300
2023-02-15,44750
2023-02-16,45950
2023-02-17,46050
2023-02-20,45700
2023-02-21,46050
2023-02-22,45900
2023-02-23,45650
2023-02-24,45550
2023-02-27,43450
2023-02-28,42700
2023-03-01,41900
2023-03-02,42600
2023-03-03,44250
2023-03-06,47950
2023-03-07,48550
2023-03-08,48700
2023-03-09,48600
2023-03-10,48650
2023-03-13,48050
2023-03-14,48300
2023-03-15,48900
2023-03-16,49800
2023-03-17,50000
2023-03-20,48950
2023-03-21,48900
2023-03-22,48450
2023-03-23,48450
2023-03-24,48250
2023-03-27,43150
2023-03-28,35350
2023-03-29,32000
2023-03-30,34950
2023-03-31,34550
2023-04-03,32050
2023-04-04,31550
2023-04-05,29300
2023-04-06,28350
2023-04-07,28250
2023-04-10,26950
2023-04-11,26700
2023-04-12,25500
2023-04-13,25600
2023-04-14,25050
2023-04-17,25900
2023-04-18,27350
2023-04-19,27400
2023-04-20,27400
2023-04-21,27400
2023-04-24,27550
2023-04-25,27350
2023-04-26,27600
2023-04-27,25700
2023-04-28,24950
2023-05-01,25750
2023-05-02,23400
2023-05-03,23000
2023-05-04,22300
2023-05-05,22150
2023-05-08,23600
2023-05-09,24600
2023-05-10,25100
2023-05-11,25000
2023-05-12,25000
2023-05-15,24850
2023-05-16,25200
2023-05-17,26250
2023-05-18,26250
2023-05-19,27100
2023-05-22,30950
2023-05-23,31000
2023-05-24,30400
2023-05-25,30250
2023-05-26,30900
2023-05-29,30550
2023-05-30,31150
2023-05-31,30400
2023-06-01,31600
2023-06-02,31600
2023-06-05,31700
2023-06-06,31750
2023-06-07,32150
2023-06-08,32250
2023-06-09,32250
2023-06-12,30300
2023-06-13,29750
2023-06-14,29450
2023-06-15,29250
2023-06-16,28700
2023-06-19,26700
2023-06-20,26750
2023-06-21,27300
2023-06-22,27700
2023-06-23,27500
2023-06-26,27350
2023-06-27,27300
2023-06-28,27300
2023-06-29,27300
2023-06-30,27300
