Tanggal,Harga
2020-07-16,110750
2020-07-17,110750
2020-07-20,110850
2020-07-21,111150
2020-07-22,111300
2020-07-23,111200
2020-07-24,111600
2020-07-27,111250
2020-07-28,111500
2020-07-29,111450
2020-07-30,113850
2020-08-03,112150
2020-08-04,111550
2020-08-05,111550
2020-08-06,111000
2020-08-07,111300
2020-08-10,111550
2020-08-11,111350
2020-08-12,111450
2020-08-13,111100
2020-08-14,111350
2020-08-18,110450
2020-08-19,111250
2020-08-24,111550
2020-08-25,111150
2020-08-26,111500
2020-08-27,111600
2020-08-28,111500
2020-08-31,110650
2020-09-01,110650
2020-09-02,110650
2020-09-03,110650
2020-09-04,110750
2020-09-07,110750
2020-09-08,110850
2020-09-09,110800
2020-09-10,110550
2020-09-11,110850
2020-09-14,111700
2020-09-15,111600
2020-09-16,111600
2020-09-17,111500
2020-09-18,111500
2020-09-21,111450
2020-09-22,111200
2020-09-23,110950
2020-09-24,110650
2020-09-25,111050
2020-09-28,110800
2020-09-29,110550
2020-09-30,110950
2020-10-01,110950
2020-10-02,110700
2020-10-05,110600
2020-10-06,110900
2020-10-07,110650
2020-10-08,110850
2020-10-09,110500
2020-10-12,110650
2020-10-13,111050
2020-10-14,110750
2020-10-15,110950
2020-10-16,110850
2020-10-19,110650
2020-10-20,110650
2020-10-21,110650
2020-10-22,111000
2020-10-23,110650
2020-10-26,110650
2020-10-27,110650
2020-11-02,111750
2020-11-03,111750
2020-11-04,111750
2020-11-05,111750
2020-11-06,111750
2020-11-09,111650
2020-11-10,111250
2020-11-11,111150
2020-11-12,111500
2020-11-13,111450
2020-11-16,111650
2020-11-17,111600
2020-11-18,111650
2020-11-19,111500
2020-11-20,111150
2020-11-23,111550
2020-11-24,111550
2020-11-25,111350
2020-11-26,111600
2020-11-27,111250
2020-11-30,111450
2020-12-01,112100
2020-12-02,111750
2020-12-03,111650
2020-12-04,111600
2020-12-07,111650
2020-12-08,111000
2020-12-10,110950
2020-12-11,110950
2020-12-14,110700
2020-12-15,111500
2020-12-16,111600
2020-12-17,111750
2020-12-18,112100
2020-12-21,111750
2020-12-22,111600
2020-12-23,111600
2020-12-28,111550
2020-12-29,111550
2020-12-30,111350
2021-01-04,111300
2021-01-05,111200
2021-01-06,111400
2021-01-07,111600
2021-01-08,111450
2021-01-11,111750
2021-01-12,111750
2021-01-13,111750
2021-01-14,111850
2021-01-15,111850
2021-01-18,111750
2021-01-19,111450
2021-01-20,111450
2021-01-21,111150
2021-01-22,110650
2021-01-25,111200
2021-01-26,110950
2021-01-27,111200
2021-01-28,111200
2021-01-29,111350
2021-02-01,111250
2021-02-02,111350
2021-02-03,111350
2021-02-04,111350
2021-02-05,111350
2021-02-08,111350
2021-02-09,111250
2021-02-10,111250
2021-02-11,111400
2021-02-15,111400
2021-02-16,111400
2021-02-17,111400
2021-02-18,111400
2021-02-19,111400
2021-02-22,111400
2021-02-23,111400
2021-02-24,111400
2021-02-25,111400
2021-02-26,111400
2021-03-01,111400
2021-03-02,111400
2021-03-03,111350
2021-03-04,111200
2021-03-05,111350
2021-03-08,111350
2021-03-09,111350
2021-03-10,111350
2021-03-12,111500
2021-03-15,111400
2021-03-16,111200
2021-03-17,111100
2021-03-18,111050
2021-03-19,111000
2021-03-22,111050
2021-03-23,111000
2021-03-24,111000
2021-03-25,111200
2021-03-26,111200
2021-03-29,110800
2021-03-30,111250
2021-03-31,110900
2021-04-01,111250
2021-04-05,111150
2021-04-06,111050
2021-04-07,111150
2021-04-08,111150
2021-04-09,111150
2021-04-12,111500
2021-04-13,111500
2021-04-14,111200
2021-04-15,111200
2021-04-16,111200
2021-04-19,111300
2021-04-20,111250
2021-04-21,111200
2021-04-22,111150
2021-04-23,111200
2021-04-26,111200
2021-04-27,111150
2021-04-28,111150
2021-04-29,111050
2021-04-30,111100
2021-05-03,111550
2021-05-04,112550
2021-05-05,112550
2021-05-06,112550
2021-05-07,113150
2021-05-10,117050
2021-05-11,119650
2021-05-17,117800
2021-05-18,117300
2021-05-19,117100
2021-05-20,116450
2021-05-21,114800
2021-05-24,111850
2021-05-25,112150
2021-05-27,111900
2021-05-28,111950
2021-05-31,111900
2021-06-02,112050
2021-06-03,112150
2021-06-04,112400
2021-06-07,112400
2021-06-08,112250
2021-06-09,111200
2021-06-10,112500
2021-06-11,112400
2021-06-14,112850
2021-06-15,112850
2021-06-16,112900
2021-06-17,112850
2021-06-18,112850
2021-06-21,112850
2021-06-22,112850
2021-06-23,112850
2021-06-24,107250
2021-06-25,112750
2021-06-28,112750
2021-06-29,112700
2021-06-30,112700
2021-07-01,112700
2021-07-02,112700
2021-07-05,112750
2021-07-06,112850
2021-07-07,112750
2021-07-08,112650
2021-07-09,112750
2021-07-12,112750
2021-07-13,112750
2021-07-14,112750
2021-07-15,112750
2021-07-16,112750
2021-07-19,113850
2021-07-21,112450
2021-07-22,112450
2021-07-23,112450
2021-07-26,112650
2021-07-27,112650
2021-07-28,112650
2021-07-29,112700
2021-07-30,112650
2021-08-02,112700
2021-08-03,112650
2021-08-04,112650
2021-08-05,112600
2021-08-06,112600
2021-08-09,112600
2021-08-10,112600
2021-08-12,112600
2021-08-13,112600
2021-08-16,112750
2021-08-18,112750
2021-08-19,112750
2021-08-20,112750
2021-08-23,112750
2021-08-24,112750
2021-08-25,113000
2021-08-26,112750
2021-08-27,112650
2021-08-30,112400
2021-08-31,112350
2021-09-01,112850
2021-09-02,112750
2021-09-03,112650
2021-09-06,112650
2021-09-07,112650
2021-09-08,112750
2021-09-09,112350
2021-09-10,112650
2021-09-13,112750
2021-09-14,112750
2021-09-15,112750
2021-09-16,112750
2021-09-17,112750
2021-09-20,112800
2021-09-21,112850
2021-09-22,112850
2021-09-23,112850
2021-09-24,112150
2021-09-27,112850
2021-09-28,112850
2021-09-29,112850
2021-09-30,112850
2021-10-01,112450
2021-10-04,112850
2021-10-05,112600
2021-10-06,112600
2021-10-07,112700
2021-10-08,112600
2021-10-11,112600
2021-10-12,112900
2021-10-13,112900
2021-10-14,112800
2021-10-15,112800
2021-10-18,112800
2021-10-19,112800
2021-10-21,112800
2021-10-22,112900
2021-10-25,112900
2021-10-26,112900
2021-10-27,112900
2021-10-28,112900
2021-10-29,112900
2021-11-01,113000
2021-11-02,113200
2021-11-03,113850
2021-11-04,113850
2021-11-05,113600
2021-11-08,113600
2021-11-09,113600
2021-11-10,112950
2021-11-11,113350
2021-11-12,113250
2021-11-15,111750
2021-11-16,113400
2021-11-17,113450
2021-11-18,113450
2021-11-19,113450
2021-11-22,113250
2021-11-23,113150
2021-11-24,113100
2021-11-25,113200
2021-11-26,113200
2021-11-29,113200
2021-11-30,112550
2021-12-01,113200
2021-12-02,113450
2021-12-03,113450
2021-12-06,113450
2021-12-07,113450
2021-12-08,113450
2021-12-09,113550
2021-12-10,113550
2021-12-13,113050
2021-12-14,113450
2021-12-15,113600
2021-12-16,113600
2021-12-17,114000
2021-12-20,113850
2021-12-21,113600
2021-12-22,113250
2021-12-23,113550
2021-12-24,114150
2021-12-27,113600
2021-12-28,113600
2021-12-29,113250
2021-12-30,113000
2021-12-31,113550
2022-01-03,113200
2022-01-04,112450
2022-01-05,112950
2022-01-06,112900
2022-01-07,112900
2022-01-10,112900
2022-01-11,112900
2022-01-12,112900
2022-01-13,113050
2022-01-14,113050
2022-01-17,112950
2022-01-18,113100
2022-01-19,113100
2022-01-20,112900
2022-01-21,113050
2022-01-24,113050
2022-01-25,113050
2022-01-26,113050
2022-01-27,113050
2022-01-28,113100
2022-01-31,113100
2022-02-02,113100
2022-02-03,112800
2022-02-04,112750
2022-02-07,112800
2022-02-08,112800
2022-02-09,112800
2022-02-10,112800
2022-02-11,113000
2022-02-14,113000
2022-02-15,113000
2022-02-16,112950
2022-02-17,112950
2022-02-18,113000
2022-02-21,113000
2022-02-22,113000
2022-02-23,112800
2022-02-24,112850
2022-02-25,113100
2022-03-01,113600
2022-03-02,113600
2022-03-04,113750
2022-03-07,113800
2022-03-08,113800
2022-03-09,113250
2022-03-10,113500
2022-03-11,113500
2022-03-14,114000
2022-03-15,114250
2022-03-16,114250
2022-03-17,114800
2022-03-18,114300
2022-03-21,114650
2022-03-22,114600
2022-03-23,114600
2022-03-24,114650
2022-03-25,114650
2022-03-28,115550
2022-03-29,115550
2022-03-30,115550
2022-03-31,115550
2022-04-01,116100
2022-04-04,116300
2022-04-05,116700
2022-04-06,116600
2022-04-07,116650
2022-04-08,116300
2022-04-11,116600
2022-04-12,116550
2022-04-13,116700
2022-04-14,116200
2022-04-18,116750
2022-04-19,116750
2022-04-20,116750
2022-04-21,116400
2022-04-22,116550
2022-04-25,116900
2022-04-26,117850
2022-04-27,119150
2022-04-28,121500
2022-05-09,117850
2022-05-10,118550
2022-05-11,118650
2022-05-12,118250
2022-05-13,118150
2022-05-17,116750
2022-05-18,116650
2022-05-19,112300
2022-05-20,112300
2022-05-23,112150
2022-05-24,112450
2022-05-25,112500
2022-05-27,112450
2022-05-30,112550
2022-05-31,112750
2022-06-02,112600
2022-06-03,112600
2022-06-06,113450
2022-06-07,113500
2022-06-08,113550
2022-06-09,113050
2022-06-10,111500
2022-06-13,111500
2022-06-14,111350
2022-06-15,111500
2022-06-16,111250
2022-06-17,111250
2022-06-20,110400
2022-06-21,110400
2022-06-22,110450
2022-06-23,110600
2022-06-24,110850
2022-06-27,110100
2022-06-28,110100
2022-06-29,109550
2022-06-30,109550
2022-07-01,109550
2022-07-04,109200
2022-07-05,109200
2022-07-06,109200
2022-07-07,109350
2022-07-08,109350
2022-07-11,110000
2022-07-12,110400
2022-07-13,110400
2022-07-14,110400
2022-07-15,110050
2022-07-18,109450
2022-07-19,108150
2022-07-20,108150
2022-07-21,108150
2022-07-22,108150
2022-07-25,108400
2022-07-26,108400
2022-07-27,108600
2022-07-28,108600
2022-07-29,109050
2022-08-01,109050
2022-08-02,108700
2022-08-03,108700
2022-08-04,108700
2022-08-05,109000
2022-08-08,109000
2022-08-09,109000
2022-08-10,108950
2022-08-11,108950
2022-08-12,108950
2022-08-15,108750
2022-08-16,108800
2022-08-18,108600
2022-08-19,108800
2022-08-22,110000
2022-08-23,110450
2022-08-24,110400
2022-08-25,110600
2022-08-26,110600
2022-08-29,110600
2022-08-30,110600
2022-08-31,110600
2022-09-01,110600
2022-09-02,110600
2022-09-05,111400
2022-09-06,111400
2022-09-07,111950
2022-09-08,111950
2022-09-09,111950
2022-09-12,111950
2022-09-13,111950
2022-09-14,111950
2022-09-15,111950
2022-09-16,111950
2022-09-19,111950
2022-09-20,111950
2022-09-21,111950
2022-09-22,111950
2022-09-23,111950
2022-09-26,111950
2022-09-27,111950
2022-09-28,111950
2022-09-29,112150
2022-09-30,112150
2022-10-03,112150
2022-10-04,112050
2022-10-05,112050
2022-10-06,112150
2022-10-07,112150
2022-10-10,112150
2022-10-11,112300
2022-10-12,112300
2022-10-13,112200
2022-10-14,112300
2022-10-17,112150
2022-10-18,112150
2022-10-19,112150
2022-10-20,112150
2022-10-21,112150
2022-10-24,112150
2022-10-25,112150
2022-10-26,112150
2022-10-27,112150
2022-10-28,112150
2022-10-31,112150
2022-11-01,112150
2022-11-02,112150
2022-11-03,112150
2022-11-04,112150
2022-11-07,112150
2022-11-08,112150
2022-11-09,111900
2022-11-10,111900
2022-11-11,111900
2022-11-14,111850
2022-11-15,112200
2022-11-16,112200
2022-11-17,112150
2022-11-18,112150
2022-11-21,112050
2022-11-22,112050
2022-11-23,112050
2022-11-24,112050
2022-11-25,112050
2022-11-28,112050
2022-11-29,112050
2022-11-30,112050
2022-12-01,112050
2022-12-02,112050
2022-12-05,109250
2022-12-06,112200
2022-12-07,112200
2022-12-08,112200
2022-12-09,112200
2022-12-12,112200
2022-12-13,112200
2022-12-14,112200
2022-12-15,112200
2022-12-16,112200
2022-12-19,112200
2022-12-20,112200
2022-12-21,112200
2022-12-22,112200
2022-12-23,112200
2022-12-26,112200
2022-12-27,112250
2022-12-28,112250
2022-12-29,112250
2022-12-30,112250
2023-01-02,112050
2023-01-03,112050
2023-01-04,112050
2023-01-05,112050
2023-01-06,112050
2023-01-09,112050
2023-01-10,112050
2023-01-11,112050
2023-01-12,112050
2023-01-13,112050
2023-01-16,112050
2023-01-17,112050
2023-01-18,112050
2023-01-19,112000
2023-01-20,112000
2023-01-23,112000
2023-01-24,112000
2023-01-25,112000
2023-01-26,112000
2023-01-27,112000
2023-01-30,112050
2023-01-31,112050
2023-02-01,112050
2023-02-02,112050
2023-02-03,112050
2023-02-06,112050
2023-02-07,112050
2023-02-08,112050
2023-02-09,112050
2023-02-10,112050
2023-02-13,112050
2023-02-14,112050
2023-02-15,112050
2023-02-16,112050
2023-02-17,111050
2023-02-20,112050
2023-02-21,112050
2023-02-22,112050
2023-02-23,112050
2023-02-24,112050
2023-02-27,112050
2023-02-28,112050
2023-03-01,112050
2023-03-02,111950
2023-03-03,111950
2023-03-06,112100
2023-03-07,112100
2023-03-08,112100
2023-03-09,112100
2023-03-10,112100
2023-03-13,112100
2023-03-14,112100
2023-03-15,112100
2023-03-16,112100
2023-03-17,112100
2023-03-20,112600
2023-03-21,112600
2023-03-22,110400
2023-03-23,110400
2023-03-24,112600
2023-03-27,112600
2023-03-28,112600
2023-03-29,112700
2023-03-30,112700
2023-03-31,112700
2023-04-03,117300
2023-04-04,117300
2023-04-05,117300
2023-04-06,117300
2023-04-07,117400
2023-04-10,117300
2023-04-11,117300
2023-04-12,117150
2023-04-13,117700
2023-04-14,117700
2023-04-17,118150
2023-04-18,122400
2023-04-19,124050
2023-04-20,124050
2023-04-21,124050
2023-04-24,123650
2023-04-25,123950
2023-04-26,123750
2023-04-27,123700
2023-04-28,122650
2023-05-01,122000
2023-05-02,119000
2023-05-03,118900
2023-05-04,118900
2023-05-05,118750
2023-05-08,118700
2023-05-09,118700
2023-05-10,118000
2023-05-11,117850
2023-05-12,117800
2023-05-15,117800
2023-05-16,117850
2023-05-17,117850
2023-05-18,117850
2023-05-19,117850
2023-05-22,117850
2023-05-23,117850
2023-05-24,117850
2023-05-25,117850
2023-05-26,118550
2023-05-29,117850
2023-05-30,117950
2023-05-31,111450
2023-06-01,117950
2023-06-02,117950
2023-06-05,117950
2023-06-06,117850
2023-06-07,117850
2023-06-08,117850
2023-06-09,117850
2023-06-12,117850
2023-06-13,117950
2023-06-14,117950
2023-06-15,118200
2023-06-16,118200
2023-06-19,118000
2023-06-20,118200
2023-06-21,118200
2023-06-22,118300
2023-06-23,118350
2023-06-26,118450
2023-06-27,118450
2023-06-28,118450
2023-06-29,118450
2023-06-30,118450
