Tanggal,Harga
2020-06-19,12400
2020-06-22,12400
2020-06-23,12400
2020-06-24,12400
2020-06-25,12400
2020-06-26,12400
2020-06-29,12400
2020-06-30,12400
2020-07-01,12400
2020-07-02,12400
2020-07-03,12400
2020-07-06,12400
2020-07-07,12400
2020-07-08,12450
2020-07-09,12450
2020-07-10,12450
2020-07-13,12450
2020-07-14,12450
2020-07-15,12400
2020-07-16,12450
2020-07-17,12450
2020-07-20,12600
2020-07-21,12650
2020-07-22,12650
2020-07-23,12650
2020-07-24,12700
2020-07-27,12750
2020-07-28,12700
2020-07-29,12800
2020-07-30,12800
2020-08-03,12800
2020-08-04,12800
2020-08-05,12850
2020-08-06,12850
2020-08-07,12850
2020-08-10,12850
2020-08-11,12850
2020-08-12,12850
2020-08-13,12850
2020-08-14,12850
2020-08-18,12800
2020-08-19,13000
2020-08-24,13100
2020-08-25,13100
2020-08-26,13100
2020-08-27,13150
2020-08-28,13100
2020-08-31,13100
2020-09-01,13050
2020-09-02,13050
2020-09-03,13100
2020-09-04,13100
2020-09-07,13200
2020-09-08,13200
2020-09-09,13250
2020-09-10,13200
2020-09-11,13200
2020-09-14,13250
2020-09-15,13250
2020-09-16,13300
2020-09-17,13300
2020-09-18,13250
2020-09-21,13300
2020-09-22,13350
2020-09-23,13400
2020-09-24,13300
2020-09-25,13400
2020-09-28,13400
2020-09-29,13400
2020-09-30,13400
2020-10-01,13400
2020-10-02,13350
2020-10-05,13300
2020-10-06,13350
2020-10-07,13300
2020-10-08,13300
2020-10-09,13300
2020-10-12,13350
2020-10-13,13400
2020-10-14,13350
2020-10-15,13350
2020-10-16,13400
2020-10-19,13400
2020-10-20,13400
2020-10-21,13350
2020-10-22,13350
2020-10-23,13350
2020-10-26,13350
2020-10-27,13400
2020-11-02,13550
2020-11-03,13550
2020-11-04,13550
2020-11-05,13550
2020-11-06,13550
2020-11-09,13600
2020-11-10,13600
2020-11-11,13650
2020-11-12,13600
2020-11-13,13600
2020-11-16,13700
2020-11-17,13700
2020-11-18,13700
2020-11-19,13700
2020-11-20,13650
2020-11-23,13650
2020-11-24,13650
2020-11-25,13650
2020-11-26,13650
2020-11-27,13650
2020-11-30,13650
2020-12-01,13650
2020-12-02,13700
2020-12-03,13750
2020-12-04,13750
2020-12-07,13750
2020-12-08,13800
2020-12-10,13800
2020-12-11,13750
2020-12-14,13750
2020-12-15,13750
2020-12-16,13750
2020-12-17,13750
2020-12-18,13750
2020-12-21,13700
2020-12-22,13700
2020-12-23,13700
2020-12-28,13700
2020-12-29,13700
2020-12-30,13700
2021-01-04,13750
2021-01-05,13750
2021-01-06,13750
2021-01-07,13750
2021-01-08,13750
2021-01-11,13800
2021-01-12,13800
2021-01-13,13800
2021-01-14,13850
2021-01-15,13800
2021-01-18,13800
2021-01-19,13750
2021-01-20,13750
2021-01-21,13700
2021-01-22,13700
2021-01-25,13650
2021-01-26,13600
2021-01-27,13550
2021-01-28,13550
2021-01-29,13550
2021-02-01,13500
2021-02-02,13600
2021-02-03,13600
2021-02-04,13550
2021-02-05,13600
2021-02-08,13600
2021-02-09,13600
2021-02-10,13600
2021-02-11,13600
2021-02-15,13650
2021-02-16,13650
2021-02-17,13650
2021-02-18,13650
2021-02-19,13650
2021-02-22,13650
2021-02-23,13650
2021-02-24,13650
2021-02-25,13650
2021-02-26,13700
2021-03-01,13700
2021-03-02,13700
2021-03-03,13750
2021-03-04,13750
2021-03-05,13750
2021-03-08,13750
2021-03-09,13750
2021-03-10,13750
2021-03-12,13750
2021-03-15,13850
2021-03-16,13900
2021-03-17,13900
2021-03-18,13900
2021-03-19,13900
2021-03-22,13900
2021-03-23,13900
2021-03-24,13950
2021-03-25,13950
2021-03-26,13950
2021-03-29,13950
2021-03-30,14000
2021-03-31,13950
2021-04-01,14050
2021-04-05,14050
2021-04-06,14050
2021-04-07,14050
2021-04-08,14100
2021-04-09,14050
2021-04-12,14100
2021-04-13,14100
2021-04-14,14100
2021-04-15,14100
2021-04-16,14100
2021-04-19,14150
2021-04-20,14150
2021-04-21,14150
2021-04-22,14150
2021-04-23,14150
2021-04-26,14250
2021-04-27,14350
2021-04-28,14350
2021-04-29,14400
2021-04-30,14400
2021-05-03,14450
2021-05-04,14450
2021-05-05,14500
2021-05-06,14500
2021-05-07,14550
2021-05-10,14650
2021-05-11,14650
2021-05-17,14700
2021-05-18,14700
2021-05-19,14700
2021-05-20,14700
2021-05-21,14750
2021-05-24,14650
2021-05-25,14750
2021-05-27,14750
2021-05-28,14700
2021-05-31,14700
2021-06-02,14700
2021-06-03,14700
2021-06-04,14700
2021-06-07,14700
2021-06-08,14700
2021-06-09,14700
2021-06-10,14700
2021-06-11,14700
2021-06-14,14650
2021-06-15,14650
2021-06-16,14700
2021-06-17,14650
2021-06-18,14700
2021-06-21,14550
2021-06-22,14550
2021-06-23,14550
2021-06-24,13750
2021-06-25,14500
2021-06-28,14500
2021-06-29,14500
2021-06-30,14500
2021-07-01,14500
2021-07-02,14450
2021-07-05,14500
2021-07-06,14500
2021-07-07,14500
2021-07-08,14500
2021-07-09,14550
2021-07-12,14550
2021-07-13,14550
2021-07-14,14550
2021-07-15,14600
2021-07-16,14600
2021-07-19,14700
2021-07-21,14750
2021-07-22,14750
2021-07-23,14800
2021-07-26,14850
2021-07-27,14900
2021-07-28,14950
2021-07-29,15000
2021-07-30,15050
2021-08-02,15050
2021-08-03,15100
2021-08-04,15100
2021-08-05,15100
2021-08-06,15100
2021-08-09,15150
2021-08-10,15150
2021-08-12,15150
2021-08-13,15150
2021-08-16,15200
2021-08-18,15250
2021-08-19,15250
2021-08-20,15300
2021-08-23,15250
2021-08-24,15250
2021-08-25,15300
2021-08-26,15300
2021-08-27,15300
2021-08-30,15300
2021-08-31,15200
2021-09-01,15250
2021-09-02,15300
2021-09-03,15300
2021-09-06,15300
2021-09-07,15300
2021-09-08,15300
2021-09-09,15250
2021-09-10,15300
2021-09-13,15300
2021-09-14,15150
2021-09-15,15300
2021-09-16,15300
2021-09-17,15300
2021-09-20,15450
2021-09-21,15450
2021-09-22,15450
2021-09-23,15450
2021-09-24,15350
2021-09-27,15500
2021-09-28,15500
2021-09-29,15500
2021-09-30,15500
2021-10-01,15550
2021-10-04,15650
2021-10-05,15800
2021-10-06,15800
2021-10-07,15850
2021-10-08,15900
2021-10-11,16200
2021-10-12,16300
2021-10-13,16300
2021-10-14,16300
2021-10-15,16300
2021-10-18,16350
2021-10-19,16400
2021-10-21,16400
2021-10-22,16600
2021-10-25,16800
2021-10-26,17000
2021-10-27,17100
2021-10-28,17250
2021-10-29,17300
2021-11-01,17550
2021-11-02,17600
2021-11-03,17700
2021-11-04,17750
2021-11-05,17750
2021-11-08,17950
2021-11-09,18000
2021-11-10,17850
2021-11-11,18000
2021-11-12,18000
2021-11-15,18100
2021-11-16,18100
2021-11-17,18100
2021-11-18,18100
2021-11-19,18100
2021-11-22,18200
2021-11-23,18250
2021-11-24,18300
2021-11-25,18400
2021-11-26,18450
2021-11-29,18500
2021-11-30,18200
2021-12-01,18550
2021-12-02,18650
2021-12-03,18700
2021-12-06,18750
2021-12-07,18750
2021-12-08,18750
2021-12-09,18800
2021-12-10,18800
2021-12-13,18650
2021-12-14,18850
2021-12-15,18900
2021-12-16,18900
2021-12-17,18900
2021-12-20,19050
2021-12-21,19150
2021-12-22,19100
2021-12-23,19150
2021-12-24,19200
2021-12-27,19300
2021-12-28,19350
2021-12-29,19400
2021-12-30,19400
2021-12-31,19450
2022-01-03,19450
2022-01-04,19500
2022-01-05,19500
2022-01-06,19550
2022-01-07,19600
2022-01-10,19650
2022-01-11,19650
2022-01-12,19650
2022-01-13,19750
2022-01-14,19650
2022-01-17,19850
2022-01-18,19850
2022-01-19,19850
2022-01-20,19800
2022-01-21,19850
2022-01-24,19600
2022-01-25,19550
2022-01-26,19500
2022-01-27,19500
2022-01-28,19350
2022-01-31,18750
2022-02-02,18650
2022-02-03,18650
2022-02-04,18500
2022-02-07,18150
2022-02-08,17450
2022-02-09,17350
2022-02-10,17100
2022-02-11,17150
2022-02-14,17500
2022-02-15,17500
2022-02-16,17250
2022-02-17,17250
2022-02-18,17200
2022-02-21,17250
2022-02-22,17100
2022-02-23,17050
2022-02-24,16950
2022-02-25,16900
2022-03-01,16650
2022-03-02,16600
2022-03-04,16650
2022-03-07,16100
2022-03-08,16150
2022-03-09,16100
2022-03-10,16200
2022-03-11,16200
2022-03-14,16350
2022-03-15,16300
2022-03-16,16300
2022-03-17,18650
2022-03-18,20450
2022-03-21,22150
2022-03-22,22500
2022-03-23,22800
2022-03-24,22500
2022-03-25,23000
2022-03-28,23300
2022-03-29,23300
2022-03-30,23250
2022-03-31,23250
2022-04-01,23300
2022-04-04,23400
2022-04-05,23400
2022-04-06,23400
2022-04-07,23350
2022-04-08,23300
2022-04-11,23250
2022-04-12,23200
2022-04-13,23200
2022-04-14,22850
2022-04-18,22800
2022-04-19,22750
2022-04-20,22700
2022-04-21,22650
2022-04-22,22550
2022-04-25,22650
2022-04-26,22650
2022-04-27,22700
2022-04-28,22750
2022-05-09,22500
2022-05-10,22450
2022-05-11,22500
2022-05-12,22500
2022-05-13,22400
2022-05-17,21800
2022-05-18,21800
2022-05-19,20650
2022-05-20,20550
2022-05-23,19950
2022-05-24,20450
2022-05-25,20450
2022-05-27,20400
2022-05-30,20350
2022-05-31,20350
2022-06-02,20350
2022-06-03,20400
2022-06-06,20350
2022-06-07,20300
2022-06-08,20300
2022-06-09,20250
2022-06-10,20200
2022-06-13,20150
2022-06-14,20150
2022-06-15,20150
2022-06-16,20100
2022-06-17,20100
2022-06-20,20050
2022-06-21,20000
2022-06-22,20000
2022-06-23,19950
2022-06-24,19950
2022-06-27,19850
2022-06-28,19850
2022-06-29,19800
2022-06-30,19800
2022-07-01,19750
2022-07-04,19650
2022-07-05,19500
2022-07-06,19500
2022-07-07,19450
2022-07-08,19450
2022-07-11,19150
2022-07-12,19100
2022-07-13,19100
2022-07-14,19000
2022-07-15,19000
2022-07-18,18450
2022-07-19,18350
2022-07-20,18350
2022-07-21,18350
2022-07-22,18350
2022-07-25,18000
2022-07-26,18000
2022-07-27,17950
2022-07-28,17950
2022-07-29,17900
2022-08-01,17850
2022-08-02,17850
2022-08-03,17800
2022-08-04,17800
2022-08-05,17700
2022-08-08,17500
2022-08-09,17500
2022-08-10,17450
2022-08-11,17450
2022-08-12,17450
2022-08-15,17350
2022-08-16,17350
2022-08-18,17350
2022-08-19,17350
2022-08-22,17350
2022-08-23,17350
2022-08-24,17200
2022-08-25,17200
2022-08-26,17200
2022-08-29,17150
2022-08-30,17100
2022-08-31,17050
2022-09-01,17000
2022-09-02,16950
2022-09-05,16850
2022-09-06,16850
2022-09-07,16850
2022-09-08,16850
2022-09-09,16900
2022-09-12,16900
2022-09-13,16900
2022-09-14,16900
2022-09-15,16900
2022-09-16,16850
2022-09-19,16850
2022-09-20,16850
2022-09-21,16850
2022-09-22,16850
2022-09-23,16850
2022-09-26,16750
2022-09-27,16750
2022-09-28,16750
2022-09-29,16700
2022-09-30,16650
2022-10-03,16650
2022-10-04,16700
2022-10-05,16700
2022-10-06,16700
2022-10-07,16700
2022-10-10,16600
2022-10-11,16600
2022-10-12,16650
2022-10-13,16700
2022-10-14,16700
2022-10-17,16750
2022-10-18,16800
2022-10-19,16850
2022-10-20,16850
2022-10-21,16900
2022-10-24,17000
2022-10-25,17000
2022-10-26,17050
2022-10-27,17100
2022-10-28,17100
2022-10-31,17150
2022-11-01,17150
2022-11-02,17150
2022-11-03,17150
2022-11-04,17150
2022-11-07,17200
2022-11-08,17200
2022-11-09,17200
2022-11-10,17200
2022-11-11,17200
2022-11-14,17200
2022-11-15,17250
2022-11-16,17250
2022-11-17,17050
2022-11-18,17050
2022-11-21,17100
2022-11-22,17100
2022-11-23,17100
2022-11-24,17100
2022-11-25,17150
2022-11-28,17150
2022-11-29,17150
2022-11-30,17400
2022-12-01,17400
2022-12-02,17450
2022-12-05,17550
2022-12-06,17550
2022-12-07,17600
2022-12-08,17650
2022-12-09,17650
2022-12-12,17650
2022-12-13,17700
2022-12-14,17700
2022-12-15,17650
2022-12-16,17650
2022-12-19,17750
2022-12-20,17800
2022-12-21,17800
2022-12-22,17750
2022-12-23,17750
2022-12-26,17700
2022-12-27,17700
2022-12-28,17700
2022-12-29,17650
2022-12-30,17650
2023-01-02,17700
2023-01-03,17700
2023-01-04,17700
2023-01-05,17700
2023-01-06,17700
2023-01-09,17700
2023-01-10,17700
2023-01-11,17700
2023-01-12,17700
2023-01-13,17700
2023-01-16,17700
2023-01-17,17750
2023-01-18,17700
2023-01-19,17800
2023-01-20,17800
2023-01-23,17800
2023-01-24,17800
2023-01-25,17800
2023-01-26,17800
2023-01-27,17800
2023-01-30,17750
2023-01-31,17750
2023-02-01,17750
2023-02-02,17750
2023-02-03,17750
2023-02-06,17650
2023-02-07,17650
2023-02-08,17600
2023-02-09,17550
2023-02-10,17550
2023-02-13,17550
2023-02-14,17500
2023-02-15,17450
2023-02-16,17450
2023-02-17,17300
2023-02-20,17450
2023-02-21,17400
2023-02-22,17500
2023-02-23,17500
2023-02-24,17550
2023-02-27,17600
2023-02-28,17600
2023-03-01,17600
2023-03-02,17550
2023-03-03,17550
2023-03-06,17550
2023-03-07,17550
2023-03-08,17550
2023-03-09,17200
2023-03-10,17550
2023-03-13,17550
2023-03-14,17550
2023-03-15,17550
2023-03-16,17550
2023-03-17,17550
2023-03-20,17500
2023-03-21,17500
2023-03-22,17300
2023-03-23,17300
2023-03-24,17500
2023-03-27,17500
2023-03-28,17500
2023-03-29,17550
2023-03-30,17550
2023-03-31,17550
2023-04-03,18150
2023-04-04,18150
2023-04-05,18150
2023-04-06,18200
2023-04-07,18150
2023-04-10,18200
2023-04-11,18200
2023-04-12,18200
2023-04-13,18200
2023-04-14,18200
2023-04-17,18150
2023-04-18,18150
2023-04-19,18000
2023-04-20,18000
2023-04-21,18000
2023-04-24,18050
2023-04-25,18150
2023-04-26,18200
2023-04-27,18100
2023-04-28,18100
2023-05-01,18000
2023-05-02,18100
2023-05-03,18100
2023-05-04,18100
2023-05-05,18050
2023-05-08,18050
2023-05-09,18050
2023-05-10,18050
2023-05-11,18100
2023-05-12,18100
2023-05-15,18050
2023-05-16,18050
2023-05-17,18050
2023-05-18,18050
2023-05-19,18050
2023-05-22,18050
2023-05-23,18050
2023-05-24,18050
2023-05-25,18100
2023-05-26,18150
2023-05-29,18100
2023-05-30,18100
2023-05-31,17700
2023-06-01,18050
2023-06-02,18050
2023-06-05,18050
2023-06-06,18050
2023-06-07,18050
2023-06-08,18050
2023-06-09,18100
2023-06-12,17950
2023-06-13,18050
2023-06-14,18050
2023-06-15,18050
2023-06-16,18050
2023-06-19,18050
2023-06-20,18050
2023-06-21,18050
2023-06-22,18050
2023-06-23,18050
2023-06-26,18050
2023-06-27,18050
2023-06-28,18050
2023-06-29,18050
2023-06-30,18050
